ctname,rfgrp,popuni,stname,STABREV,state_deaths,county_name
"Tyrrell County, NC",9.2,3509,North Carolina,NC,2731.0,Tyrrell County
"Uinta County, WY",18.4,20256,Wyoming,WY,59.0,Uinta County
"Uintah County, UT",32.2,35337,Utah,UT,582.0,Uintah County
"Ulster County, NY",220.7999999999998,172715,New York,NY,11847.0,Ulster County
"Umatilla County, OR",73.6,73950,Oregon,OR,596.0,Umatilla County
"Unicoi County, TN",23.0,17709,Tennessee,TN,2959.0,Unicoi County
"Union County, AR",50.60000000000001,38940,Arkansas,AR,1622.0,Union County
"Union County, FL",18.4,10310,Florida,FL,16059.0,Union County
"Union County, GA",32.2,23840,Georgia,GA,6746.0,Union County
"Union County, IA",23.0,12132,Iowa,IA,1638.0,Union County
"Union County, IL",27.6,16841,Illinois,IL,8459.0,Union County
"Union County, IN",13.799999999999999,7019,Indiana,IN,4116.0,Union County
"Union County, KY",23.0,14462,Kentucky,KY,1492.0,Union County
"Union County, MS",32.2,28508,Mississippi,MS,3124.0,Union County
"Union County, NC",193.19999999999985,234089,North Carolina,NC,2731.0,Union County
"Union County, NJ",501.400000000001,555853,New Jersey,NJ,14511.0,Union County
"Union County, NM",9.2,3485,New Mexico,NM,854.0,Union County
"Union County, OH",50.60000000000001,55253,Ohio,OH,4890.0,Union County
"Union County, OR",41.400000000000006,26070,Oregon,OR,596.0,Union County
"Union County, PA",50.60000000000001,36920,Pennsylvania,PA,8865.0,Union County
"Union County, SC",46.00000000000001,27171,South Carolina,SC,3620.0,Union County
"Union County, SD",18.4,15606,South Dakota,SD,376.0,Union County
"Union County, TN",23.0,19617,Tennessee,TN,2959.0,Union County
"Union Parish, LA",32.2,21990,Louisiana,LA,5194.0,Union Parish
"Upshur County, TX",36.800000000000004,41118,Texas,TX,17706.0,Upshur County
"Upshur County, WV",32.2,23344,West Virginia,WV,352.0,Upshur County
"Upson County, GA",36.800000000000004,26087,Georgia,GA,6746.0,Upson County
"Upton County, TX",13.799999999999999,3638,Texas,TX,17706.0,Upton County
"Utah County, UT",593.4000000000015,611864,Utah,UT,582.0,Utah County
"Uvalde County, TX",27.6,26487,Texas,TX,17706.0,Uvalde County
"Val Verde County, TX",50.60000000000001,48029,Texas,TX,17706.0,Val Verde County
"Valdez-Cordova Census Area, AK",18.4,9137,Alaska,AK,55.0,Valdez-Cordova Census Area
"Valencia County, NM",87.39999999999998,75056,New Mexico,NM,854.0,Valencia County
"Valley County, ID",18.4,11002,Idaho,ID,571.0,Valley County
"Valley County, MT",18.4,7430,Montana,MT,252.0,Valley County
"Valley County, NE",13.799999999999999,4185,Nebraska,NE,636.0,Valley County
"Van Buren County, AR",27.6,16553,Arkansas,AR,1622.0,Van Buren County
"Van Buren County, IA",13.799999999999999,7019,Iowa,IA,1638.0,Van Buren County
"Van Buren County, MI",78.19999999999999,75300,Michigan,MI,6581.0,Van Buren County
"Van Buren County, TN",13.799999999999999,5744,Tennessee,TN,2959.0,Van Buren County
"Van Wert County, OH",46.00000000000001,28154,Ohio,OH,4890.0,Van Wert County
"Van Zandt County, TX",50.60000000000001,55870,Texas,TX,17706.0,Van Zandt County
"Vance County, NC",50.60000000000001,44457,North Carolina,NC,2731.0,Vance County
"Vanderburgh County, IN",229.9999999999998,176799,Indiana,IN,4116.0,Vanderburgh County
"Venango County, PA",78.19999999999999,50886,Pennsylvania,PA,8865.0,Venango County
"Ventura County, CA",805.0000000000025,845869,California,CA,16663.0,Ventura County
"Vermilion County, IL",114.99999999999994,74725,Illinois,IL,8459.0,Vermilion County
"Vermilion Parish, LA",64.4,59830,Louisiana,LA,5194.0,Vermilion Parish
"Vermillion County, IN",27.6,15479,Indiana,IN,4116.0,Vermillion County
"Vernon County, MO",32.2,20052,Missouri,MO,2814.0,Vernon County
"Vernon County, WI",36.800000000000004,30716,Wisconsin,WI,1675.0,Vernon County
"Vernon Parish, LA",59.80000000000001,48754,Louisiana,LA,5194.0,Vernon Parish
"Victoria County, TX",110.39999999999995,91095,Texas,TX,17706.0,Victoria County
"Vigo County, IN",133.39999999999992,99084,Indiana,IN,4116.0,Vigo County
"Vilas County, WI",27.6,21832,Wisconsin,WI,1675.0,Vilas County
"Vinton County, OH",18.4,13139,Ohio,OH,4890.0,Vinton County
"Virginia Beach city, VA",464.6000000000008,447226,Virginia,VA,3466.0,Virginia Beach city
"Volusia County, FL",529.0000000000011,537723,Florida,FL,16059.0,Volusia County
"Wabash County, IL",23.0,11549,Illinois,IL,8459.0,Wabash County
"Wabash County, IN",41.400000000000006,30170,Indiana,IN,4116.0,Wabash County
"Wabasha County, MN",32.2,21630,Minnesota,MN,2289.0,Wabasha County
"Wabaunsee County, KS",13.799999999999999,6899,Kansas,KS,962.0,Wabaunsee County
"Wadena County, MN",18.4,13747,Minnesota,MN,2289.0,Wadena County
"Wagoner County, OK",105.79999999999995,80030,Oklahoma,OK,1418.0,Wagoner County
"Wahkiakum County, WA",9.2,4420,Washington,WA,2056.0,Wahkiakum County
"Wake County, NC",864.8000000000028,1075148,North Carolina,NC,2731.0,Wake County
"Wakulla County, FL",27.6,29891,Florida,FL,16059.0,Wakulla County
"Waldo County, ME",41.400000000000006,39242,Maine,ME,168.0,Waldo County
"Walker County, AL",87.39999999999998,63347,Alabama,AL,3770.0,Walker County
"Walker County, GA",64.4,68563,Georgia,GA,6746.0,Walker County
"Walker County, TX",50.60000000000001,55868,Texas,TX,17706.0,Walker County
"Walla Walla County, WA",59.80000000000001,56628,Washington,WA,2056.0,Walla Walla County
"Wallace County, KS",9.2,1503,Kansas,KS,962.0,Wallace County
"Waller County, TX",32.2,49270,Texas,TX,17706.0,Waller County
"Wallowa County, OR",18.4,7081,Oregon,OR,596.0,Wallowa County
"Walsh County, ND",32.2,10649,North Dakota,ND,375.0,Walsh County
"Walthall County, MS",18.4,14463,Mississippi,MS,3124.0,Walthall County
"Walton County, FL",59.80000000000001,69572,Florida,FL,16059.0,Walton County
"Walton County, GA",73.6,93056,Georgia,GA,6746.0,Walton County
"Walworth County, SD",13.799999999999999,5575,South Dakota,SD,376.0,Walworth County
"Walworth County, WI",105.79999999999995,101394,Wisconsin,WI,1675.0,Walworth County
"Wapello County, IA",55.20000000000001,34683,Iowa,IA,1638.0,Wapello County
"Ward County, ND",64.4,67117,North Dakota,ND,375.0,Ward County
"Ward County, TX",18.4,11649,Texas,TX,17706.0,Ward County
"Ware County, GA",46.00000000000001,33755,Georgia,GA,6746.0,Ware County
"Warren County, GA",13.799999999999999,5251,Georgia,GA,6746.0,Warren County
"Warren County, IA",59.80000000000001,49975,Iowa,IA,1638.0,Warren County
"Warren County, IL",27.6,16178,Illinois,IL,8459.0,Warren County
"Warren County, IN",13.799999999999999,8237,Indiana,IN,4116.0,Warren County
"Warren County, KY",114.99999999999994,125234,Kentucky,KY,1492.0,Warren County
"Warren County, MO",27.6,34558,Missouri,MO,2814.0,Warren County
"Warren County, MS",59.80000000000001,46064,Mississippi,MS,3124.0,Warren County
"Warren County, NC",32.2,19160,North Carolina,NC,2731.0,Warren County
"Warren County, NJ",110.39999999999995,104923,New Jersey,NJ,14511.0,Warren County
"Warren County, NY",91.99999999999997,64127,New York,NY,11847.0,Warren County
"Warren County, OH",156.3999999999999,228221,Ohio,OH,4890.0,Warren County
"Warren County, PA",64.4,39200,Pennsylvania,PA,8865.0,Warren County
"Warren County, TN",46.00000000000001,40624,Tennessee,TN,2959.0,Warren County
"Warren County, VA",41.400000000000006,39610,Virginia,VA,3466.0,Warren County
"Warrick County, IN",55.20000000000001,62500,Indiana,IN,4116.0,Warrick County
"Wasatch County, UT",23.0,33021,Utah,UT,582.0,Wasatch County
"Wasco County, OR",41.400000000000006,26378,Oregon,OR,596.0,Wasco County
"Waseca County, MN",27.6,17986,Minnesota,MN,2289.0,Waseca County
"Washakie County, WY",18.4,7818,Wyoming,WY,59.0,Washakie County
"Washburn County, WI",27.6,15862,Wisconsin,WI,1675.0,Washburn County
"Washington County, AL",27.6,16311,Alabama,AL,3770.0,Washington County
"Washington County, AR",151.7999999999999,230112,Arkansas,AR,1622.0,Washington County
"Washington County, CO",13.799999999999999,4749,Colorado,CO,2094.0,Washington County
"Washington County, FL",36.800000000000004,22485,Florida,FL,16059.0,Washington County
"Washington County, GA",27.6,18737,Georgia,GA,6746.0,Washington County
"Washington County, IA",27.6,22115,Iowa,IA,1638.0,Washington County
"Washington County, ID",18.4,10117,Idaho,ID,571.0,Washington County
"Washington County, IL",23.0,13940,Illinois,IL,8459.0,Washington County
"Washington County, IN",32.2,27866,Indiana,IN,4116.0,Washington County
"Washington County, KS",13.799999999999999,5420,Kansas,KS,962.0,Washington County
"Washington County, KY",18.4,12084,Kentucky,KY,1492.0,Washington County
"Washington County, MD",151.7999999999999,144196,Maryland,MD,4427.0,Washington County
"Washington County, ME",69.0,30984,Maine,ME,168.0,Washington County
"Washington County, MN",234.5999999999998,256880,Minnesota,MN,2289.0,Washington County
"Washington County, MO",27.6,24016,Missouri,MO,2814.0,Washington County
"Washington County, MS",91.99999999999997,44677,Mississippi,MS,3124.0,Washington County
"Washington County, NC",18.4,11849,North Carolina,NC,2731.0,Washington County
"Washington County, NE",27.6,20644,Nebraska,NE,636.0,Washington County
"Washington County, NY",82.79999999999998,58743,New York,NY,11847.0,Washington County
"Washington County, OH",78.19999999999999,59013,Ohio,OH,4890.0,Washington County
"Washington County, OK",64.4,51472,Oklahoma,OK,1418.0,Washington County
"Washington County, OR",483.0000000000009,594071,Oregon,OR,596.0,Washington County
"Washington County, PA",275.9999999999999,203837,Pennsylvania,PA,8865.0,Washington County
"Washington County, RI",142.5999999999999,120614,Rhode Island,RI,1124.0,Washington County
"Washington County, TN",110.39999999999995,125372,Tennessee,TN,2959.0,Washington County
"Washington County, TX",32.2,33570,Texas,TX,17706.0,Washington County
"Washington County, UT",101.19999999999996,170007,Utah,UT,582.0,Washington County
"Washington County, VA",64.4,52984,Virginia,VA,3466.0,Washington County
"Washington County, VT",91.99999999999997,56472,Vermont,VT,62.0,Washington County
"Washington County, WI",133.39999999999992,135479,Wisconsin,WI,1675.0,Washington County
"Washington Parish, LA",55.20000000000001,45281,Louisiana,LA,5194.0,Washington Parish
"Washita County, OK",23.0,11081,Oklahoma,OK,1418.0,Washita County
"Washoe County, NV",519.8000000000011,462400,Nevada,NV,1625.0,Washoe County
"Washtenaw County, MI",464.6000000000008,350436,Michigan,MI,6581.0,Washtenaw County
"Watauga County, NC",64.4,50374,North Carolina,NC,2731.0,Watauga County
"Watonwan County, MN",18.4,10964,Minnesota,MN,2289.0,Watonwan County
"Waukesha County, WI",400.2000000000005,400120,Wisconsin,WI,1675.0,Waukesha County
"Waupaca County, WI",59.80000000000001,50893,Wisconsin,WI,1675.0,Waupaca County
"Waushara County, WI",36.800000000000004,23147,Wisconsin,WI,1675.0,Waushara County
"Wayne County, GA",32.2,28062,Georgia,GA,6746.0,Wayne County
"Wayne County, IA",18.4,6391,Iowa,IA,1638.0,Wayne County
"Wayne County, IL",27.6,16330,Illinois,IL,8459.0,Wayne County
"Wayne County, IN",82.79999999999998,64648,Indiana,IN,4116.0,Wayne County
"Wayne County, KY",27.6,20242,Kentucky,KY,1492.0,Wayne County
"Wayne County, MI",2815.1999999999684,1748423,Michigan,MI,6581.0,Wayne County
"Wayne County, MO",23.0,13093,Missouri,MO,2814.0,Wayne County
"Wayne County, MS",23.0,20285,Mississippi,MS,3124.0,Wayne County
"Wayne County, NC",124.19999999999993,122647,North Carolina,NC,2731.0,Wayne County
"Wayne County, NE",13.799999999999999,8533,Nebraska,NE,636.0,Wayne County
"Wayne County, NY",110.39999999999995,89920,New York,NY,11847.0,Wayne County
"Wayne County, OH",151.7999999999999,113490,Ohio,OH,4890.0,Wayne County
"Wayne County, PA",69.0,48020,Pennsylvania,PA,8865.0,Wayne County
"Wayne County, TN",23.0,14565,Tennessee,TN,2959.0,Wayne County
"Wayne County, UT",9.2,2690,Utah,UT,582.0,Wayne County
"Wayne County, WV",55.20000000000001,39914,West Virginia,WV,352.0,Wayne County
"Waynesboro city, VA",27.6,22628,Virginia,VA,3466.0,Waynesboro city
"Weakley County, TN",55.20000000000001,32158,Tennessee,TN,2959.0,Weakley County
"Webb County, TX",285.19999999999993,273515,Texas,TX,17706.0,Webb County
"Weber County, UT",234.5999999999998,254745,Utah,UT,582.0,Weber County
"Webster County, GA",13.799999999999999,2611,Georgia,GA,6746.0,Webster County
"Webster County, IA",59.80000000000001,34057,Iowa,IA,1638.0,Webster County
"Webster County, KY",23.0,12855,Kentucky,KY,1492.0,Webster County
"Webster County, MO",41.400000000000006,38408,Missouri,MO,2814.0,Webster County
"Webster County, MS",18.4,9774,Mississippi,MS,3124.0,Webster County
"Webster County, NE",13.799999999999999,3528,Nebraska,NE,636.0,Webster County
"Webster County, WV",18.4,8285,West Virginia,WV,352.0,Webster County
"Webster Parish, LA",55.20000000000001,38089,Louisiana,LA,5194.0,Webster Parish
"Weld County, CO",358.8000000000003,310310,Colorado,CO,2094.0,Weld County
"Wells County, IN",36.800000000000004,28098,Indiana,IN,4116.0,Wells County
"Wells County, ND",13.799999999999999,3952,North Dakota,ND,375.0,Wells County
"West Baton Rouge Parish, LA",27.6,25981,Louisiana,LA,5194.0,West Baton Rouge Parish
"West Carroll Parish, LA",18.4,10604,Louisiana,LA,5194.0,West Carroll Parish
"West Feliciana Parish, LA",18.4,10265,Louisiana,LA,5194.0,West Feliciana Parish
"Westchester County, NY",1030.4000000000035,951986,New York,NY,11847.0,Westchester County
"Westmoreland County, PA",464.6000000000008,347259,Pennsylvania,PA,8865.0,Westmoreland County
"Westmoreland County, VA",23.0,17830,Virginia,VA,3466.0,Westmoreland County
"Weston County, WY",13.799999999999999,6685,Wyoming,WY,59.0,Weston County
"Wetzel County, WV",27.6,15270,West Virginia,WV,352.0,Wetzel County
"Wexford County, MI",41.400000000000006,33383,Michigan,MI,6581.0,Wexford County
"Wharton County, TX",55.20000000000001,41459,Texas,TX,17706.0,Wharton County
"Whatcom County, WA",160.9999999999999,221581,Washington,WA,2056.0,Whatcom County
"Wheatland County, MT",9.2,2236,Montana,MT,252.0,Wheatland County
"Wheeler County, GA",13.799999999999999,5413,Georgia,GA,6746.0,Wheeler County
"Wheeler County, NE",9.2,805,Nebraska,NE,636.0,Wheeler County
"Wheeler County, OR",9.2,1359,Oregon,OR,596.0,Wheeler County
"Wheeler County, TX",13.799999999999999,5188,Texas,TX,17706.0,Wheeler County
"White County, AR",64.4,75897,Arkansas,AR,1622.0,White County
"White County, GA",27.6,29384,Georgia,GA,6746.0,White County
"White County, IL",27.6,13568,Illinois,IL,8459.0,White County
"White County, IN",41.400000000000006,24027,Indiana,IN,4116.0,White County
"White County, TN",32.2,26929,Tennessee,TN,2959.0,White County
"White Pine County, NV",18.4,8233,Nevada,NV,1625.0,White Pine County
"Whiteside County, IL",87.39999999999998,55469,Illinois,IL,8459.0,Whiteside County
"Whitfield County, GA",87.39999999999998,103534,Georgia,GA,6746.0,Whitfield County
"Whitley County, IN",36.800000000000004,33904,Indiana,IN,4116.0,Whitley County
"Whitley County, KY",41.400000000000006,34861,Kentucky,KY,1492.0,Whitley County
"Whitman County, WA",50.60000000000001,43631,Washington,WA,2056.0,Whitman County
"Wibaux County, MT",9.2,1034,Montana,MT,252.0,Wibaux County
"Wichita County, KS",9.2,2105,Kansas,KS,962.0,Wichita County
"Wichita County, TX",174.79999999999987,126737,Texas,TX,17706.0,Wichita County
"Wicomico County, MD",91.99999999999997,99343,Maryland,MD,4427.0,Wicomico County
"Wilbarger County, TX",23.0,12636,Texas,TX,17706.0,Wilbarger County
"Wilcox County, AL",23.0,10589,Alabama,AL,3770.0,Wilcox County
"Wilcox County, GA",23.0,7016,Georgia,GA,6746.0,Wilcox County
"Wilkes County, GA",23.0,9827,Georgia,GA,6746.0,Wilkes County
"Wilkes County, NC",69.0,68118,North Carolina,NC,2731.0,Wilkes County
"Wilkin County, MN",13.799999999999999,6233,Minnesota,MN,2289.0,Wilkin County
"Wilkinson County, GA",18.4,8997,Georgia,GA,6746.0,Wilkinson County
"Wilkinson County, MS",13.799999999999999,7776,Mississippi,MS,3124.0,Wilkinson County
"Will County, IL",703.800000000002,686361,Illinois,IL,8459.0,Will County
"Willacy County, TX",32.2,18275,Texas,TX,17706.0,Willacy County
"Williams County, ND",36.800000000000004,35206,North Dakota,ND,375.0,Williams County
"Williams County, OH",46.00000000000001,36240,Ohio,OH,4890.0,Williams County
"Williamsburg County, SC",55.20000000000001,29976,South Carolina,SC,3620.0,Williamsburg County
"Williamsburg city, VA",18.4,10737,Virginia,VA,3466.0,Williamsburg city
"Williamson County, IL",73.6,65712,Illinois,IL,8459.0,Williamson County
"Williamson County, TN",174.79999999999987,231388,Tennessee,TN,2959.0,Williamson County
"Williamson County, TX",414.00000000000057,563797,Texas,TX,17706.0,Williamson County
"Wilson County, KS",23.0,8623,Kansas,KS,962.0,Wilson County
"Wilson County, NC",91.99999999999997,80922,North Carolina,NC,2731.0,Wilson County
"Wilson County, TN",101.19999999999996,139882,Tennessee,TN,2959.0,Wilson County
"Wilson County, TX",55.20000000000001,50165,Texas,TX,17706.0,Wilson County
"Winchester city, VA",27.6,27226,Virginia,VA,3466.0,Winchester city
"Windham County, CT",119.59999999999994,113937,Connecticut,CT,4492.0,Windham County
"Windham County, VT",87.39999999999998,41870,Vermont,VT,62.0,Windham County
"Windsor County, VT",87.39999999999998,54874,Vermont,VT,62.0,Windsor County
"Winkler County, TX",18.4,7623,Texas,TX,17706.0,Winkler County
"Winn Parish, LA",23.0,12613,Louisiana,LA,5194.0,Winn Parish
"Winnebago County, IA",18.4,10267,Iowa,IA,1638.0,Winnebago County
"Winnebago County, IL",358.8000000000003,282597,Illinois,IL,8459.0,Winnebago County
"Winnebago County, WI",193.19999999999985,165302,Wisconsin,WI,1675.0,Winnebago County
"Winneshiek County, IA",27.6,18216,Iowa,IA,1638.0,Winneshiek County
"Winona County, MN",50.60000000000001,47505,Minnesota,MN,2289.0,Winona County
"Winston County, AL",36.800000000000004,23604,Alabama,AL,3770.0,Winston County
"Winston County, MS",27.6,17849,Mississippi,MS,3124.0,Winston County
"Wirt County, WV",13.799999999999999,5830,West Virginia,WV,352.0,Wirt County
"Wise County, TX",55.20000000000001,67726,Texas,TX,17706.0,Wise County
"Wise County, VA",55.20000000000001,35550,Virginia,VA,3466.0,Wise County
"Wolfe County, KY",13.799999999999999,7145,Kentucky,KY,1492.0,Wolfe County
"Wood County, OH",133.39999999999992,124833,Ohio,OH,4890.0,Wood County
"Wood County, TX",50.60000000000001,43790,Texas,TX,17706.0,Wood County
"Wood County, WI",82.79999999999998,72954,Wisconsin,WI,1675.0,Wood County
"Wood County, WV",124.19999999999993,83929,West Virginia,WV,352.0,Wood County
"Woodbury County, IA",124.19999999999993,100863,Iowa,IA,1638.0,Woodbury County
"Woodford County, IL",46.00000000000001,38066,Illinois,IL,8459.0,Woodford County
